"Time after injection[t(s)]","Mean vertical position [y(m)]"
0.13222280811503018, 1.401511335012595
0.1988842129583169, 1.3949622166246853
0.26581061316366456, 1.3884130982367762
0.3295223790738908, 1.3818639798488668
0.3998215992284138, 1.3753148614609576
0.46471326566031373, 1.3622166246851388
0.5343653116864314, 1.3556675062972294
0.6013955173081791, 1.3556675062972294
0.8759054563278038, 1.3163727959697737
0.7455431491960237, 1.3360201511335015
0.803770740933922, 1.3360201511335015
0.6624465694041155, 1.3360201511335015
