"Time after injection[t(s)]","Mean vertical position [y(m)]"
0.13222280811503018, 1.6241813602015116
0.1988842129583169, 1.6569269521410583
0.26581061316366456, 1.6241813602015116
0.33308152494886795, 1.5848866498740557
0.3998215992284138, 1.5324937027707812
0.46471326566031373, 1.5062972292191439
0.5286553459502302, 1.486649874055416
0.5949692996577532, 1.44735516372796
0.6696016038558386, 1.4146095717884135
0.7951820408627863, 1.368765743073048
0.8665459600536178, 1.263979848866499
0.9242413209214071, 1.2115869017632244
1.0627682444698154, 1.224685138539043
1.1335282505284887, 1.2050377833753152
1.1960807413649697, 1.139546599496222
1.2620851215637356, 1.119899244332494
1.3902065030648383, 1.1068010075566754
1.3317318797849513, 1.0216624685138542
1.466923496667103, 1.0347607052896728
1.547874031901056, 1.002015113350126
1.5985731120956628, 0.956171284634761
1.6687643885335626, 0.9103274559193957
1.7234231125747286, 0.8120906801007557
1.7990963909496, 0.8775818639798489
1.8780923850396194, 0.8186397984886651
1.9396074401924335, 0.7793450881612092
2.136507934906586, 0.759697732997481
2.068748139431084, 0.7400503778337533
2.2064871353426887, 0.7073047858942068
2.003137360024215, 0.6352644836272039
2.456731522253143, 0.6680100755667508
2.2787584351497627, 0.6221662468513856
2.592303508184492, 0.6090680100755668
2.4045091749895517, 0.5632241813602015
2.537199328997311, 0.5239294710327456
2.3282496641989283, 0.45843828715365254
2.6486044678252987, 0.43879093198992436
2.980842542053418, 0.39949622166246845
2.917479251046988, 0.30125944584382847
2.794764748017575, 0.32090680100755664
2.735356882783217, 0.30780856423173786
2.8554628633373684, 0.21612090680100726
3.1793095525547312, 0.19647355163727998
3.539884675352372, 0.1768261964735518
3.4646379155355866, 0.13098236775818606
3.078477085932582, 0.09823677581863954
3.1453370094033546, 0.11133501259445788
3.2834446867106286, 0.07858942065491137
3.318908920263646, 0.032745591939546514
3.4276164933859743, 0.039294710327455906
