"Time after injection[t(s)]","Mean vertical position [y(m)]"
0.13222280811503018, 1.4670025188916878
0.1988842129583169, 1.44735516372796
0.26581061316366456, 1.4408060453400506
0.33308152494886795, 1.4408060453400506
0.3998215992284138, 1.427707808564232
0.46471326566031373, 1.4146095717884135
0.5343653116864314, 1.401511335012595
0.5949692996577532, 1.3818639798488668
0.6624465694041155, 1.3818639798488668
0.7375766406228271, 1.3949622166246853
0.9964254008904093, 1.3491183879093203
1.0627682444698154, 1.322921914357683
1.1335282505284887, 1.3753148614609576
1.2620851215637356, 1.224685138539043
1.3902065030648383, 1.2705289672544082
1.3317318797849513, 1.303274559193955
1.466923496667103, 1.3425692695214106
1.531334208875836, 1.2836272040302268
1.5985731120956628, 1.2181360201511338
1.6687643885335626, 1.2312342569269525
1.7234231125747286, 1.2508816120906803
1.7990963909496, 1.2574307304785894
1.918881746022229, 1.244332493702771
1.8580240105896526, 1.1788413098236779
2.003137360024215, 1.1984886649874058
2.068748139431084, 1.1526448362720405
2.136507934906586, 1.185390428211587
2.254408739723763, 1.1919395465994964
2.3282496641989283, 1.244332493702771
2.2064871353426887, 1.1460957178841313
2.537199328997311, 1.1657430730478593
2.592303508184492, 1.1460957178841313
2.4045091749895517, 1.0937027707808566
2.456731522253143, 1.0544080604534007
0.857286474767917, 1.3556675062972294
