"Time after injection[t(s)]","Mean square displacement in X direction [$\overline{X^2}(m^2)]"
0.06514962073851804, 0.0000017598596591574602
0.1438693006584979, 0.000005615054878384882
0.19708260398432942, 0.00002341580236695482
0.26313244977911143, 0.00009200772436789556
0.32861548720513434, 0.00021802248831624972
0.40623489205634766, 0.00026062776023634245
0.4577477702759023, 0.00023837515141268052
0.6002500625156288, 0.0003952748884733114
0.6649662415603903, 0.00047251826935868803
0.5360340085021258, 0.0005166284215610419
0.7944986246561638, 0.0007382731164418864
0.8720180045011252, 0.0008071918051887924
0.7432191381178626, 0.0009940678329180977
1.0143535883970995, 0.001153494435676667
0.9375677252646495, 0.0020299883244099576
1.2084687838626322, 0.0019127303400316808
1.1442193881803784, 0.0024266822857716146
1.0670334250229223, 0.002988492679795628
1.2738851379511547, 0.004270620260321458
1.338534633658415, 0.0048102820581792894
1.402150537634409, 0.002154434690031889
