"Time after injection[t(s)]","Mean square displacement in X direction [$\overline{X^2}(m^2)]"
0.05331332833208302, 0.000004559473844166789
0.2609652413103276, 0.000013305494131370297
0.3396182378928063, 0.000040000662425559084
0.1340001667083437, 0.00008415203049531094
0.46925064599483224, 0.00006833218735829359
0.5341001917145956, 0.00009200772436789556
0.8567475202133863, 0.00009764816415222627
0.5995498874718679, 0.0002116320288223409
0.741652079686588, 0.0002455731486058932
1.064632824872885, 0.00035092930657570817
0.9360673501708761, 0.0005322285791541991
0.8063349170625991, 0.0002849576770198498
1.2712511461198635, 0.00040721064402885875
1.4778027840293408, 0.00044522425038297984
1.1941985496374097, 0.0005648563098457611
1.1298491289489043, 0.0006554468304756254
1.0017170959406518, 0.0014634391765575956
1.4009168958906397, 0.0007166335852059143
1.530382595648912, 0.0010550081484365546
1.5947653580061683, 0.0009366476059041634
1.7365007918646327, 0.0007835321975276226
1.6716512461448694, 0.0005819127610267802
1.9427190130866048, 0.0006362350213961434
1.865766441610403, 0.0009649307000034124
1.8018504626156535, 0.0016483683364771438
2.073251646244895, 0.0024266822857716146
2.2668333750104193, 0.002499958599088198
2.1371342835708926, 0.0013789067060798533
2.1886805034591976, 0.0012992570750665288
2.3955655580561803, 0.0019127303400316808
2.52476452446445, 0.002219490190825103
2.4735850629323997, 0.0032674720875978313
2.3319829957489375, 0.0043995762880991
2.6670000833541723, 0.002900896938798604
2.6016837542719013, 0.001420544295154236
2.7948320413436694, 0.0009940678329180977
3.0661665416354094, 0.0013789067060798533
3.1305826456614154, 0.0012611745370012639
3.0662999083104108, 0.001553153823997393
2.8731182795698924, 0.002154434690031889
3.0152538134533637, 0.002575447570454314
2.7449195632241397, 0.004532426283517615
2.938501291989664, 0.004669287829168919
3.2733850129198965, 0.002733332759319147
3.594832041343669, 0.0009940678329180977
3.672684837876136, 0.0014634391765575956
3.8017837792781535, 0.001553153823997393
3.9953655080436787, 0.0016000529944835264
3.9315495540551817, 0.002988492679795628
4.138001166958407, 0.002988492679795628
4.0740185046261574, 0.0048102820581792894
3.8678336250729357, 0.006102808125036257
3.7390681003584234, 0.007742636826811286
3.4678669667416857, 0.0062870890599172535
3.5326498291239483, 0.00797643417446759
3.2100025006251567, 0.007515692315720234
3.3391014420271734, 0.00797643417446759
4.203684254396933, 0.008465421343358606
4.409835792281404, 0.006476934558236072
4.344819538217889, 0.004145444064057412
4.53820121697091, 0.0035724945606897137
4.60225056264066, 0.002355553775260737
4.459581562057181, 0.0012242082366177665
4.266333249979163, 0.0016000529944835264
4.795765608068685, 0.0022865101132844884
4.731949654080187, 0.004270620260321458
4.861648745519714, 0.007742636826811286
4.939268150370927, 0.00925567866911114
4.668600483454196, 0.012097269016425142
5.004284404434443, 0.014461279444503943
5.069133950154205, 0.01947178137530441
5.145719763274152, 0.00925567866911114
5.274785363007419, 0.009535163962300119
5.340001667083438, 0.017809264943242108
5.545986496624156, 0.01174268583450931
5.46813370009169, 0.00797643417446759
5.402750687671919, 0.0036803699229840618
5.209435692256397, 0.004532426283517615
5.803350837709428, 0.0062870890599172535
5.868267066766693, 0.008984385372349036
5.9327498541302, 0.008721043956318678
6.074718679669918, 0.008984385372349036
5.74010169208969, 0.01947178137530441
5.675652246394933, 0.020665479090312584
5.61150287571893, 0.028665818124639794
5.999033091606234, 0.04220102480182458
